from,to,cost
1,27,0.048941769210911236
1,28,0.13098098775529154
1,29,0.13234845119363178
1,30,0.12588999613872356
1,31,0.11497710125452983
1,32,0.12525290173885437
1,33,0.06714587342850381
1,34,0.10575534479149501
1,35,0.14003261291055624
1,36,0.14434529361010512
1,37,0.0862717798690542
1,38,0.03577075160448727
1,39,0.0862717798690542
1,40,0.04915671309771081
1,41,0.04091056744774897
1,42,0.0006471914270383476
1,43,0.043984300745661634
1,44,0.0799745811046052
1,45,0.08742328522947447
1,46,0.12525290173885437
1,47,0.03909080104573496
1,48,0.03646271013876885
1,49,0.0021365229213360366
1,50,0.13112347279357778
1,51,0.07891389218354537
1,52,0.11156545857206275
1,53,0.028535720089801524
1,54,0.11933778714258353
1,55,0.013976083921452522
1,56,0.0335907777350622
1,57,0.1297831474159391
1,58,0.206697878693839
1,59,0.11124086750785366
1,60,0.11156545857206275
1,61,0.13884838632768493
1,62,0.02727994551727314
1,63,0.070276071951672
1,64,0.11856479718193108
1,65,0.21247297422827993
1,66,0.11943111015996051
1,67,0.08131038601287828
1,68,0.23361982464514253
1,69,0.08746082636813657
1,70,0.0335907777350622
1,71,0.0167569867242405
1,72,0.09670681068936014
1,73,0.010998786627049421
1,74,0.012726765339891338
1,75,0.0065000763400484066
1,76,0.005667086659837215
1,77,0.031091615819216555
1,78,0.004865224532130588
1,79,0.0034109310903919186
1,80,0.0073186597015998675
1,81,0.028160499776298965
1,82,0.0037347741158604906
1,83,0.024034963018322163
1,84,0.02590669163091502
1,85,0.027635257092847365
1,86,0.010051497459219702
1,87,0.027607319764920445
1,88,0.0034347562022241747
1,89,0.011756781888898747
1,90,0.01864271042715044
1,91,0.007405500821892445
1,92,0.019492688558724342
1,93,0.006311832771855879
1,94,0.014043511236568782
1,95,0.031218211446321562
1,96,0.02627491439700771
1,97,0.0065000763400484066
1,98,0.0018528625414671394
1,99,0.028160499776298965
1,100,0.02699526265336268
1,101,0.0073186597015998675
1,102,0.018468367975311577
1,103,0.001212495813758166
1,104,0.017438092699229822
1,105,0.0012053480993354836
1,106,0.004865224532130588
1,107,0.02580888934213934
1,108,0.3467501380936969
1,109,0.45694552206324696
1,110,0.0011188309254940767
1,111,6.891449039057213e-05
1,112,0.10085086240174393
1,113,8.069141180323044e-05
1,114,0.17437271810505758
1,115,0.7495189482024391
1,116,0.044550972430127435
1,117,0.021473918832585686
1,118,0.16342821887177172
1,119,0.005040102272021174
1,120,0.5895292277414671
1,121,0.00829715304846416
1,122,0.009414228791020504
1,123,0.8232020256019943
1,124,0.27123508387735207
1,125,0.01841666737011117
1,126,0.3247959358790293
1,127,0.9576154080994529
1,128,0.24852054848765967
1,129,0.9585077404471627
1,130,0.7592459749305434
1,131,0.03248692236557756
1,132,0.978670735124964
1,133,0.8299440880223832
1,134,0.2855687571320489
1,135,0.010518684397953306
1,136,0.7607090752525186
1,137,0.18881972349728174
1,138,0.2603695991728281
1,139,0.8291484402071326
1,140,0.07889500259410458
1,141,0.5592699039671788
1,142,0.11657383302890308
1,143,0.4117739303389654
1,144,0.8733591276290305
1,145,0.10705509907859478
1,146,0.11403780572416254
1,147,0.94281455392941
1,148,0.2599460972043633
1,149,0.0029285178690616064
1,150,0.00022366987375323493
1,151,0.0013851845615593333
1,152,0.0011105682406897487
1,153,0.004361927004126644
1,154,0.0013851845615593333
1,155,0.003229851673138625
1,156,0.008237903816800292
1,157,0.00035070288511170614
1,158,0.0028334944246920465
1,159,0.002596884006751127
1,160,0.00015820476616968543
1,161,0.0006295450592687376
1,162,0.003018488018692526
1,163,0.0027264251463963154
1,164,0.004282982213789824
1,165,0.0002776210404327581
1,166,0.0016503957388774623
1,167,0.013512303343182881
1,168,0.001236827702240672
1,169,0.001649141068001788
1,170,0.0027396070803868407
1,171,0.00234403505905959
1,172,0.0016290043073415952
1,173,0.016195919969716775
1,174,0.0028691315807627903
1,175,0.0026405937851398087
1,176,0.005430780273948823
1,177,0.0028238026005357863
1,178,0.001610490940075356
1,179,0.013317118799652429
1,180,0.0017285655820244903
1,181,0.00035070288511170614
1,182,0.0008438468321660121
1,183,0.013203315760886717
1,184,0.00036140355347301026
1,185,0.016272769092781848
1,186,0.002565225458814633
1,187,0.0028315599694579653
1,188,0.013562987845602587
1,189,0.0007742026031754267
1,190,0.0022302264431802057
1,191,0.0011937795120971662
1,192,0.005430780273948823
1,193,0.016099267545249044
1,194,0.0009439612232958098
1,195,0.003493563008466731
1,196,0.0003759440452978783
1,197,0.005068844150807969
1,198,0.0017484278125922464
1,199,0.0017484379946347277
1,200,0.0019466851381701217
1,201,0.0006614200026927071
1,202,0.00023914013161303014
1,203,0.004768690904032658
1,204,0.0022126251361604134
1,205,0.004768690904032658
1,206,0.0029627335130578835
1,207,0.0027152074472641
1,208,0.005066420905917201
1,209,0.0025867974260658294
1,210,0.00026088379446763534
1,211,0.0004995753811531444
1,212,0.007849386053865336
1,213,0.0017285655820244903
1,214,0.3180555446446141
1,215,0.08860131807946138
1,216,0.4172633630281804
1,217,0.19466891342951878
1,218,0.019178455127086762
1,219,0.234454832183164
1,220,0.30408609249414786
1,221,0.358201888264895
1,222,0.2252056173459447
1,223,0.004502340627593826
1,224,0.2690558382211165
1,225,0.0025911638631635264
1,226,0.00028637421654095427
1,227,0.2690558382211165
2,0,0.3612846282098772
2,1,0.6553170973160963
2,2,1.0
2,3,0.8661685230287377
2,4,0.9857792111475334
2,5,0.17281505977534836
2,6,0.2611367710785502
2,7,0.5530859419750377
2,8,0.8934049214556623
2,9,0.4594274633586342
2,10,0.7099165416756074
2,11,0.7657337306101493
2,12,0.997997682044301
2,13,0.021934232570761752
2,14,0.7191573290010616
2,15,0.8575181513425544
2,16,0.3455693212581867
2,17,0.39545037338322975
2,18,0.2499511313896243
2,19,0.20147790603019902
2,20,0.5454558942001128
2,21,0.5117642522777751
2,22,0.15752249713023275
2,23,0.5315583136589809
2,24,0.20424506936326106
2,25,0.21155940533648707
2,26,0.11888523977997799
2,27,0.21919098470137963
2,28,0.5156944927319048
2,29,0.5478122951959578
2,30,0.5249730055111659
2,31,0.4858907070537315
2,32,0.5242114780197887
2,33,0.3114553382890565
2,34,0.4514248669303618
2,35,0.5680781058232424
2,36,0.574015269611468
2,37,0.37878104743807806
2,38,0.17081824143594598
2,39,0.37878104743807806
2,40,0.21953192841205066
2,41,0.21155940533648707
2,42,0.007633772256059269
2,43,0.20147790603019902
2,44,0.322713247738649
2,45,0.3455693212581867
2,46,0.5242114780197887
2,47,0.20375465342098115
2,48,0.19296818148872275
2,49,0.019988450948097123
2,50,0.5295677885138703
2,51,0.037960029434481776
2,52,0.06462233034602208
2,53,0.009749256116666698
2,54,0.31466624517230585
2,55,0.003239841084458455
2,56,0.012104165290584216
2,57,0.2825454056448706
2,58,0.27570494399153533
2,59,0.06430237792304938
2,60,0.06462233034602208
2,61,0.09579503272388235
2,62,0.00912067434909297
2,63,0.3021848196883401
2,64,0.07228610363564421
2,65,0.27653675811419676
2,66,0.31990743796760357
2,67,0.3164795277178587
2,68,0.25763325559320355
2,69,0.3211772945901246
2,70,0.012104165290584216
2,71,0.004082748805098296
2,72,0.05099842565598019
2,73,0.0024464734761891465
2,74,0.0820885449232808
2,75,0.05867558999440302
2,76,0.05409035210777664
2,77,0.07581411339605558
2,78,0.049296492598752524
2,79,0.038211122085944516
2,80,0.06247754530853477
2,81,0.09129542273829364
2,82,0.04089079350924625
2,83,0.10098968021210704
2,84,0.04758803754290687
2,85,0.064471936544848
2,86,0.008757789167139953
2,87,0.09378719058740673
2,88,0.03846169437848025
2,89,0.011129519281717805
2,90,0.09392365582284071
2,91,0.06308831883408117
2,92,0.02519174475371185
2,93,0.057544699186878906
2,94,0.014895923598697137
2,95,0.08796302276638084
2,96,0.05767853991802461
2,97,0.05867558999440302
2,98,0.024347323959338862
2,99,0.09129542273829364
2,100,0.09990959367579406
2,101,0.06247754530853477
2,102,0.09317121637298834
2,103,0.017829620684643388
2,104,0.09183269367081916
2,105,0.01772890477700031
2,106,0.049296492598752524
2,107,0.09970089332784644
2,108,0.06533519704718212
2,109,0.1006127831822366
2,110,4.151812284594027e-05
2,111,1.7009264653091624e-06
2,112,0.011381604705966697
2,113,2.025855432324717e-06
2,114,0.023891502811380853
2,115,0.26611897277034546
2,116,0.0038900242123979505
2,117,0.0015030091190329437
2,118,0.021832883521807903
2,119,0.0002605774024165141
2,120,0.1610068356213855
2,121,0.000481331797437018
2,122,0.0005555717985032324
2,123,0.31823652671974917
2,124,0.04511806848033908
2,125,0.0012320507575858165
2,126,0.05922714939959402
2,127,0.6649220049622044
2,128,0.5293765316508335
2,129,0.480663664415344
2,130,0.7546754819564544
2,131,0.15381508863390073
2,132,0.6218481648912395
2,133,0.7289056748208799
2,134,0.5712671490832857
2,135,0.0736541857557933
2,136,0.7562038787089874
2,137,0.444545352828974
2,138,0.5431473681116584
2,139,0.7269223468777686
2,140,0.2627975182199755
2,141,0.8155080062452402
2,142,0.24019540425611155
2,143,0.6697978800536833
2,144,0.666414788223342
2,145,0.2205130239290627
2,146,0.23497402759694214
2,147,0.8194899294387092
2,148,0.45324992353690413
2,149,0.0008114113732278167
2,150,0.002121754660604562
2,151,0.00524598908890162
2,152,0.004565824612439274
2,153,0.005064052525132931
2,154,0.00524598908890162
2,155,0.0025211353215863876
2,156,0.0008366840617735477
2,157,0.0026780994742363674
2,158,0.0012777136472484267
2,159,0.0001402429712172039
2,160,0.0017230021521730382
2,161,1.973730127202042e-05
2,162,0.001212314284079317
2,163,0.0017403909059617443
2,164,0.003817848667961712
2,165,0.002271274775310485
2,166,0.0045408265552791035
2,167,0.002266978630162315
2,168,0.004928022086675428
2,169,0.00433544309036169
2,170,0.004221392850554107
2,171,0.0013213476538502902
2,172,0.004338576011264811
2,173,0.0023338300986538814
2,174,0.0009823943029422994
2,175,0.0016581167892901994
2,176,0.000431298514925097
2,177,0.0009334160995001261
2,178,0.003922060333249404
2,179,0.0016604357061998996
2,180,7.862655222031e-05
2,181,0.0026780994742363674
2,182,0.004092896340415579
2,183,0.001646316456829927
2,184,0.002709416532127461
2,185,0.0024130480313809444
2,186,0.001248542928944746
2,187,0.0009693304083018584
2,188,0.002267457047838571
2,189,0.004167143074397057
2,190,0.00011259632553114011
2,191,4.6932936182932145e-05
2,192,0.000431298514925097
2,193,0.0023826253514374566
2,194,0.004126805322946393
2,195,0.002820926247265674
2,196,0.002777042310133578
2,197,0.005119187232276149
2,198,7.962917881235229e-05
2,199,7.990497449405256e-05
2,200,0.0034626359603593324
2,201,0.003841589141539481
2,202,0.0021610785865601237
2,203,0.0011468828584039281
2,204,0.0037359579629305836
2,205,0.0011468828584039281
2,206,0.002100585583520431
2,207,0.004180713634745055
2,208,0.004968918548185288
2,209,0.00013995940148569454
2,210,0.0022300099338498757
2,211,1.4473822949674867e-05
2,212,0.0016741381713103593
2,213,7.862655222031e-05
2,214,0.10895874352988466
2,215,0.05164843533906517
2,216,0.10095293018073394
2,217,0.08882884621518258
2,218,0.015487057486359479
2,219,0.09712154059745455
2,220,0.10749480547654618
2,221,0.11381815755973623
2,222,0.09507864866161884
2,223,0.004836033694605459
2,224,0.10261455568419199
2,225,0.0030498264413075997
2,226,0.00045868422987809296
2,227,0.10261455568419199
3,0,0.150751115862349
3,1,0.35978570771751256
3,2,0.8661685230287377
3,3,1.0
3,4,0.7798135924260997
3,5,0.4080369650298337
3,6,0.5432895768363214
3,7,0.28016992416900677
3,8,0.6012996286971242
3,9,0.7762371864663343
3,10,0.9580812425674424
3,11,0.4541457514938609
3,12,0.8942665480774765
3,13,0.08355862193406158
3,14,0.9623792018379643
3,15,0.5548423228542434
3,16,0.4061415992424794
3,17,0.48238564194296396
3,18,0.5073412531358931
3,19,0.24101044372599909
3,20,0.8377372008194209
3,21,0.6585451472586068
3,22,0.3584158221708813
3,23,0.7180441357817301
3,24,0.4365796475239937
3,25,0.4482283369102491
3,26,0.2881655321586727
3,27,0.26124658270150547
3,28,0.6713223350820637
3,29,0.839753156870575
3,30,0.8321840294912956
3,31,0.8013858493311429
3,32,0.8309889096877293
3,33,0.5942308089251231
3,34,0.7666813728752557
3,35,0.8342790548933262
3,36,0.807237652487249
3,37,0.6810742231494818
3,38,0.20561894814777174
3,39,0.6810742231494818
3,40,0.26117034098389774
3,41,0.4482283369102491
3,42,0.03114976294809718
3,43,0.24101044372599909
3,44,0.38020555049453236
3,45,0.4061415992424794
3,46,0.8309889096877293
3,47,0.4355173660704093
3,48,0.4181473176381278
3,49,0.06899045328882926
3,50,0.7166289409389134
3,51,0.02782383229306695
3,52,0.05088852254538619
3,53,0.00637661158126129
3,54,0.48694719072421
3,55,0.0017638034951753825
3,56,0.008066433790818596
3,57,0.406008847731922
3,58,0.3077526120848852
3,59,0.05059371753150669
3,60,0.05088852254538619
3,61,0.08114797513599513
3,62,0.005909548181980351
3,63,0.5679724644312631
3,64,0.05820036538825251
3,65,0.3043391981775824
3,66,0.4973113744482376
3,67,0.5711485988776202
3,68,0.2600855886925205
3,69,0.5665233369726729
3,70,0.008066433790818596
3,71,0.0022617995573082665
3,72,0.038640788630607534
3,73,0.001321143235993026
3,74,0.21411822370817277
3,75,0.17597735876787313
3,76,0.1662445777145934
3,77,0.13286466586074813
3,78,0.15555427685551398
3,79,0.12774486602899499
3,80,0.18321822646089644
3,81,0.17961815532967812
3,82,0.13473778688889707
3,83,0.2196762807745804
3,84,0.07529857301456913
3,85,0.11220225871848495
3,86,0.010397080259463653
3,87,0.18788941474178708
3,88,0.12844596396547336
3,89,0.013638055795362907
3,90,0.22111639634012661
3,91,0.18465754744034432
3,92,0.034701893213658005
3,93,0.17347480971381743
3,94,0.019088123988291326
3,95,0.16287428856515046
3,96,0.09834469082205033
3,97,0.17597735876787313
3,98,0.08949493129435816
3,99,0.17961815532967812
3,100,0.20637655054605689
3,101,0.18321822646089644
3,102,0.21966253019080198
3,103,0.0698138804756717
3,104,0.22034199753023856
3,105,0.0694791512418774
3,106,0.15555427685551398
3,107,0.20976753160803605
3,108,0.020403919377906032
3,109,0.0332752743407937
3,110,7.2396550084855275e-06
3,111,2.682843764227992e-07
3,112,0.002946303448530242
3,113,3.2007509447378003e-07
3,114,0.006602506603028331
3,115,0.11306429872885591
3,116,0.0009186254457106601
3,117,0.0003240780219233855
3,118,0.005979373996566403
3,119,5.1698263381464945e-05
3,120,0.05967614075710357
3,121,9.962628336086834e-05
3,122,0.00011491048063122534
3,123,0.13814270685600877
3,124,0.013423219110155923
3,125,0.00026056183219440266
3,126,0.018285475384971266
3,127,0.35522373221024617
3,128,0.4419174233259096
3,129,0.22877280340505124
3,130,0.46028364556334644
3,131,0.18133738808412572
3,132,0.3220536884115415
3,133,0.4215407613793788
3,134,0.4658361706213812
3,135,0.1055496101237388
3,136,0.461556786893572
3,137,0.382689468138306
3,138,0.449848770470641
3,139,0.41973773289972627
3,140,0.26124588317273484
3,141,0.7847213259603095
3,142,0.3430254512172444
3,143,0.7202820289623232
3,144,0.3592503697828227
3,145,0.31815861862927336
3,146,0.33647996108489003
3,147,0.5079015536245722
3,148,0.5442891496115806
3,149,0.0005490967882337499
3,150,0.00888594500073973
3,151,0.01394087905452175
3,152,0.012721481940095229
3,153,0.007342888552417087
3,154,0.01394087905452175
3,155,0.003040559629953708
3,156,0.00027156230751796485
3,157,0.010125429167419634
3,158,0.0011512772081141056
3,159,3.1004211895926766e-05
3,160,0.007717310170138254
3,161,3.1380500279881518e-06
3,162,0.0010186849610783445
3,163,0.0019048522608180686
3,164,0.004848875644851758
3,165,0.008931037205124816
3,166,0.010445653377985814
3,167,0.0010026985508530626
3,168,0.01346475707859075
3,169,0.00977921323927571
3,170,0.007231621178399278
3,171,0.0013637143325670846
3,172,0.009849351162520661
3,173,0.0009164495175485536
3,174,0.0007548767372197483
3,175,0.0018021713926023397
3,176,0.00012085502718354774
3,177,0.0007032503230339727
3,178,0.00856796300010219
3,179,0.0005990916466759732
3,180,1.5666163329541002e-05
3,181,0.010125429167419634
3,182,0.012382859347783697
3,183,0.0005944655009805477
3,184,0.010158878880483732
3,185,0.0009661662004678561
3,186,0.0011814485819938321
3,187,0.0007453575990821464
3,188,0.0010002350889954923
3,189,0.013185615913172351
3,190,2.3890208895681738e-05
3,191,8.556053936249209e-06
3,192,0.00012085502718354774
3,193,0.0009535701041895285
3,194,0.011906481866066628
3,195,0.0034465169241499434
3,196,0.010331948180220778
3,197,0.006856387218886519
3,198,1.5864747375824317e-05
3,199,1.5966471331343478e-05
3,200,0.006482029051250541
3,201,0.012633547954519571
3,202,0.008870201975407636
3,203,0.0006897958518144772
3,204,0.006771791851342456
3,205,0.0006897958518144772
3,206,0.0024202183163980367
3,207,0.007163375015711267
3,208,0.006557105969815843
3,209,3.100074892671975e-05
3,210,0.008935073225996095
3,211,2.192263108976593e-06
3,212,0.0009023117885985414
3,213,1.5666163329541002e-05
3,214,0.05542719329602789
3,215,0.04172569359211764
3,216,0.03779625767326442
3,217,0.05755436311461043
3,218,0.016886877654303956
3,219,0.058074583532897156
3,220,0.05618969583937899
3,221,0.05400606832256325
3,222,0.057799779854598214
3,223,0.006732021689212664
3,224,0.057273756766764314
3,225,0.004598831728069379
3,226,0.0009104959345777573
3,227,0.057273756766764314
4,0,0.44773753416261347
4,1,0.7449623488848339
4,2,0.9857792111475334
4,3,0.7798135924260997
4,4,1.0
4,5,0.12408172976069037
4,6,0.19513088210594842
4,7,0.6447298455046915
4,8,0.9534592077898812
4,9,0.36671319370523275
4,10,0.6083391345416858
4,11,0.850074424876195
4,12,0.9733192795377311
4,13,0.01355096675196354
4,14,0.6179050501278824
4,15,0.9264567269832659
4,16,0.3110574314382067
4,17,0.351599286289786
4,18,0.1879483773656583
4,19,0.18060625297855953
4,20,0.44924491404213557
4,21,0.44683161439521357
4,22,0.11417729220976208
4,23,0.45681001090161555
4,24,0.15104463047208042
4,25,0.15690027350592195
4,26,0.08443978830083268
4,27,0.19667028020252714
4,28,0.44857266921402195
4,29,0.45145371139780327
4,30,0.42785268082696226
4,31,0.3908552786298509
4,32,0.4272478751617602
4,33,0.23890748939123954
4,34,0.35963775571164286
4,35,0.4747934056187399
4,36,0.48663981229560865
4,37,0.2961707237228544
4,38,0.15287845472243894
4,39,0.2961707237228544
4,40,0.1970914135586059
4,41,0.15690027350592195
4,42,0.0045925479561259785
4,43,0.18060625297855953
4,44,0.290318001263872
4,45,0.3110574314382067
4,46,0.4272478751617602
4,47,0.15068115644081145
4,48,0.14207883458829193
4,49,0.0126824083507723
4,50,0.4548462723674679
4,51,0.03906478136256324
4,52,0.06506354976688268
4,53,0.010382968133574606
4,54,0.2571959397495539
4,55,0.003652608729222074
4,56,0.012818179382507441
4,57,0.23621660740289216
4,58,0.24938560309430108
4,59,0.06475815270473094
4,60,0.06506354976688268
4,61,0.09431154853344265
4,62,0.009741791751641159
4,63,0.23275949059850734
4,64,0.07228420814982313
4,65,0.25125318085280185
4,66,0.2611304770228032
4,67,0.2468205061828862
4,68,0.2404693177042969
4,69,0.2522378550302094
4,70,0.012818179382507441
4,71,0.004578628267507107
4,72,0.05195763234057924
4,73,0.002764408824840939
4,74,0.05694346601196445
4,75,0.03899719873345959
4,76,0.03567987106144606
4,77,0.059404334892029814
4,78,0.032255097004881515
4,79,0.02455241207159003
4,80,0.04181015747705213
4,81,0.06904470164451339
4,82,0.02639470004895944
4,83,0.07407358351620327
4,84,0.03846041078935488
4,85,0.05061048474145078
4,86,0.0077265594722876856
4,87,0.07053901905955462
4,88,0.024722150702811765
4,89,0.009724555976956659
4,90,0.06723390847980257
4,91,0.042244712827644575
4,92,0.02124100334553565
4,93,0.03818448253027359
4,94,0.012838785671829145
4,95,0.06777848598880865
4,96,0.04555780689701887
4,97,0.03899719873345959
4,98,0.015184397588635538
4,99,0.06904470164451339
4,100,0.0744508032886131
4,101,0.04181015747705213
4,102,0.06666424569457809
4,103,0.010901407384656768
4,104,0.06535390521894514
4,105,0.010836772534125735
4,106,0.032255097004881515
4,107,0.07387632058479626
4,108,0.08840670780329374
4,109,0.13379415845904638
4,110,6.703028364700406e-05
4,111,2.8274157900799317e-06
4,112,0.016302711544857115
4,113,3.3662436454806585e-06
4,114,0.033555040642119546
4,115,0.32727124924870044
4,116,0.0057291756620236126
4,117,0.0022762401527347963
4,118,0.030747597731169016
4,119,0.00040442293769463346
4,120,0.20662051292149225
4,121,0.0007374867890281976
4,122,0.0008515844407018988
4,123,0.38894004408409183
4,124,0.06195993756418127
4,125,0.001877033590704434
4,126,0.08041974879024638
4,127,0.7632982698500345
4,128,0.5303681042781012
4,129,0.5713530996286863
4,130,0.8322639841541418
4,131,0.13860955890113896
4,132,0.720561392318586
4,133,0.8170830021071945
4,134,0.5764136580029864
4,135,0.06246888955810588
4,136,0.83374609358265
4,137,0.4413434822081268
4,138,0.5454676718285643
4,139,0.8152687768627837
4,140,0.24967166343788866
4,141,0.775799157752646
4,142,0.20110447265599615
4,143,0.6147587618381875
4,144,0.7635311170803027
4,145,0.18399608960608266
4,146,0.19655495447504073
